Journal Abbreviation,Journal Name,Article,Author,Year,Volume
ROAS,REVIEW OF ACCOUNTING STUDIES,"Managerial incentives, options, and cost-structure choices","Aboody, David; Levi, Shai; Weiss, Dan",2018,
AR,ACCOUNTING REVIEW,"Headline Salience, Managerial Opportunism, and Over- and Underreactions to Earnings","Huang, Xuan; Nekrasov, Alexander; Teoh, Siew Hong",2018,93
OR,OPERATIONS RESEARCH,Robust Postdonation Blood Screening Under Prevalence Rate Uncertainty,"El-Amine, Hadi; Bish, Ebru K.; Bish, Douglas R.",2018,
JMAN,JOURNAL OF MANAGEMENT,The Paradox of Knowledge Creation in a High-Reliability Organization: A Case Study,"Milosevic, Ivana; Bass, A. Erin; Combs, Gwendolyn M.",2018,
JBE,JOURNAL OF BUSINESS ETHICS,Trade Unions and the Whistleblowing Process in the UK: An Opportunity for Strategic Expansion?,"Lewis, David; Vandekerckhove, Wim",2018,
ROES,REVIEW OF ECONOMIC STUDIES,A Conversational War of Attrition,"Meyer-Ter-Vehn, Moritz; Smith, Lones; Bognar, Katalin",2018,
MS,MANAGEMENT SCIENCE,Superstition and Financial Decision Making,"Hirshleifer, David; Jian, Ming; Zhang, Huai",2018,
JM,JOURNAL OF MARKETING,Share Repurchases and Myopia: Implications on the Stock and Consumer Markets,"Bendig, David; Willmann, Daniel; Strese, Steffen; Brettel, Malte",2018,
JMIS,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,The Role of Provision Points in Online Crowdfunding,"Burtch, Gordon; Hong, Yili; Liu, De",2018,
JBE,JOURNAL OF BUSINESS ETHICS,Gender Biases in Bank Lending: Lessons from Microcredit in France,"Cozarenco, Anastasia; Szafarz, Ariane",2018,
OS,ORGANIZATION SCIENCE,Marshallian Forces and Governance Externalities: Location Effects on Contractual Safeguards in Research and Development Alliances,"Devarakonda, Shivaram V.; McCann, Brian T.; Reuer, Jeffrey J.",2018,29
SMJ,STRATEGIC MANAGEMENT JOURNAL,"Performance feedback as a cooperation ""switch"": A behavioral perspective on the success of venture capital syndicates among competitors","Makarevich, Alex",2018,39
ROFS,REVIEW OF FINANCIAL STUDIES,Learning from History: Volatility and Financial Crises,"Danielsson, Jon; Valenzuela, Marcela; Zer, Ilknur",2018,
HRM,HUMAN RESOURCE MANAGEMENT,Recruiting under the influence: New labor market entrants' reactions to workplace drinking norms,"Klotz, Anthony C.; Veiga, Serge P. da Motta",2018,57
HRM,HUMAN RESOURCE MANAGEMENT,The phenomenon of young talent management in RussiaA context-embedded analysis,"Muratbekova-Touron, Maral; Kabalina, Veronika; Festing, Marion",2018,
RFIN,REVIEW OF FINANCE,Informational Contagion in the Laboratory,"Cipriani, Marco; Guarino, Antonio; Guazzarotti, Giovanni; Tagliati, Federico; Fischer, Sven",2018,
JIBS,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,Knowledge connectedness within and across home country borders: Spatial heterogeneity and the technological scope of firm innovations,"Scalera, Vittoria G.; Perri, Alessandra; Hannigan, T. J.",2018,49
JFE,JOURNAL OF FINANCIAL ECONOMICS,The effects of q and cash flow on investment in the presence of measurement error,"Abel, Andrew B.",2018,
CAR,CONTEMPORARY ACCOUNTING RESEARCH,Blockholder Exit Threats and Financial Reporting Quality,"Dou, Yiwei; Hope, Ole-Kristian; Thomas, Wayne B.; Zou, Youli",2018,
MS,MANAGEMENT SCIENCE,"Simultaneous Preferences for Hedging and Doubling Down: Focal Prospects, Background Positions, and Nonconsequentialist Conceptualizations of Uncertainty","Markle, Alex B.; Rottenstreich, Yuval",2018,64
ECMTR,ECONOMETRICA,Aggregating Elasticities: Intensive and Extensive Margins of Women's Labor Supply,"Attanasio, Orazio; Levell, Peter; Low, Hamish; Sanchez-Marcos, Virginia",2018,86
MS,MANAGEMENT SCIENCE,Contagion in Financial Networks: A Threat Index,"Demange, Gabrielle",2018,
OR,OPERATIONS RESEARCH,Optimal Pricing with Sequential Consumption in Networks,"Zhou, Junjie; Chen, Ying-Ju",2018,
MS,MANAGEMENT SCIENCE,"Reference-Dependent Utility, Product Variety, and Price Competition","Amaldoss, Wilfred; He, Chuan",2018,64
OSTD,ORGANIZATION STUDIES,"Creativity, Play and Listening: An Auditory Re-Conceptualization of Entrepreneurial Creation in the Context of New Public Management","Pallesen, Eva",2018,
JFQA,JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,Empirical Evidence of Overbidding in M&A Contests,"de Bodt, Eric; Cousin, Jean-Gabriel; Roll, Richard",2018,
HR,HUMAN RELATIONS,How do callings relate to job performance? The role of organizational commitment and ideological contract fulfillment,"Kim, Sung Soo; Shin, Donghoon; Vough, Heather C.; Hewlin, Patricia Faison; Vandenberghe, Christian",2018,71
MS,MANAGEMENT SCIENCE,"Management of Reported and Forecast EPS, Investor Responses, and Research Implications","Cheong, Foong Soon; Thomas, Jacob",2018,64
MS,MANAGEMENT SCIENCE,"If You're Going to Do Wrong, At Least Do It Right: Considering Two Moral Dilemmas at the Same Time Promotes Moral Consistency","Barak-Corren, Netta; Tsay, Chia-Jung; Cushman, Fiery; Bazerman, Max H.",2018,
OSTD,ORGANIZATION STUDIES,De-Colonizing the Boundary-Object,"Dar, Sadhvi",2018,
RFIN,REVIEW OF FINANCE,Option Listing and Information Asymmetry,"Hu, Jianfeng",2018,
AMJ,ACADEMY OF MANAGEMENT JOURNAL,"ONE STEP FORWARD, ONE STEP BACK: WHITE MALE TOP MANAGER ORGANIZATIONAL IDENTIFICATION AND HELPING BEHAVIOR TOWARD OTHER EXECUTIVES FOLLOWING THE APPOINTMENT OF A FEMALE OR RACIAL MINORITY CEO","Mcdonald, Michael L.; Keeves, Gareth D.; Westphal, James D.",2018,
OS,ORGANIZATION SCIENCE,Co-Opt or Coexist? A Study of Medical Cannabis Dispensaries' Identity-Based Responses to Recreational-Use Legalization in Colorado and Washington,"Hsu, Greta; Kocak, Ozgecan; Kovacs, Balazs",2018,
OS,ORGANIZATION SCIENCE,Paradise of Novelty-Or Loss of Human Capital? Exploring New Fields and Inventive Output,"Arts, Sam; Fleming, Lee",2018,29
RP,RESEARCH POLICY,Customer participation and new product performance: Towards the understanding of the mechanisms and key contingencies,"Morgan, Todd; Obal, Michael; Anokhin, Sergey",2018,
JBE,JOURNAL OF BUSINESS ETHICS,"Auditee Religiosity, External Monitoring, and the Pricing of Audit Services","Gul, Ferdinand A.; Ng, Anthony C.",2018,152
OSTD,ORGANIZATION STUDIES,Invoking Alphonse: The founder figure as a historical resource for organizational identity work,"Basque, Joelle; Langley, Ann",2018,39
JBE,JOURNAL OF BUSINESS ETHICS,Elevating the Role of Divestment in Socially Responsible Investing,"Dawkins, Cedric E.",2018,153
ROFS,REVIEW OF FINANCIAL STUDIES,Real Effects of the Sovereign Debt Crisis in Europe: Evidence from Syndicated Loans,"Acharya, Viral V.; Eisert, Tim; Eufinger, Christian; Hirsch, Christian",2018,
HR,HUMAN RELATIONS,Censored: Whistleblowers and impossible speech,"Kenny, Kate",2018,
RP,RESEARCH POLICY,The role of collaborative networks in supporting the innovation performances of lagging-behind European regions,"De Noni, Ivan; Orsi, Luigi; Belussi, Fiorenza",2018,
MS,MANAGEMENT SCIENCE,Understanding Team Knowledge Production: The Interrelated Roles of Technology and Expertise,"Teodoridis, Florenta",2018,
JBE,JOURNAL OF BUSINESS ETHICS,Effect of Self-Accountability on Self-Regulatory Behaviour: A Quasi-Experiment,"Dhiman, Amit; Sen, Arindam; Bhardwaj, Priyank",2018,
POM,PRODUCTION AND OPERATIONS MANAGEMENT,Can Google Trends Improve Your Sales Forecast?,"Boone, Tonya; Ganeshan, Ram; Hicks, Robert L.; Sanders, Nada R.",2018,27
JOOM,JOURNAL OF OPERATIONS MANAGEMENT,Designing crowdsourced delivery systems: The effect of driver disclosure and ethnic similarity,"Ta, Ha; Esper, Terry L.; Hofer, Adriana Rossiter",2018,
JAE,JOURNAL OF ACCOUNTING & ECONOMICS,Social networks in the global banking sector,"Houston, Joel F.; Lee, Jongsub; Suntheim, Felix",2018,
HRM,HUMAN RESOURCE MANAGEMENT,Building knowledge stock and facilitating knowledge flow through human resource management practices toward firm innovation,"Sung, Sun Young; Choi, Jin Nam",2018,57
RP,RESEARCH POLICY,Market size and innovation: The intermediary role of technology licensing,"Hermosilla, Manuel; Wu, Yufei",2018,
RFIN,REVIEW OF FINANCE,Financial Disclosure and Market Transparency with Costly Information Processing,"Di Maggio, Marco; Pagano, Marco",2018,
SMJ,STRATEGIC MANAGEMENT JOURNAL,Reaching through the fog: Institutional environment and cross-border giving of corporate foundations,"Hornstein, Abigail S.; Zhao, Minyuan",2018,39
JIBS,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,A retrospective and agenda for future research on Chinese outward foreign direct investment,"Buckley, Peter J.; Clegg, L. Jeremy; Voss, Hinrich; Cross, Adam R.; Liu, Xin; Zheng, Ping",2018,
OR,OPERATIONS RESEARCH,Robust Inventory Management: An Optimal Control Approach,"Wagner, Michael R.",2018,
JFE,JOURNAL OF FINANCIAL ECONOMICS,When arm's length is too far: Relationship banking over the credit cycle,"Beck, Thorsten; Degryse, Hans; De Haas, Ralph; van Horen, Neeltje",2018,
RP,RESEARCH POLICY,The role of makerspaces in supporting consumer innovation and diffusion: An empirical analysis,"Halbinger, Maria A.",2018,47
JCP,JOURNAL OF CONSUMER PSYCHOLOGY,Urgently Yours: Temporal Communication Norms and Psychological Distance,"Kaju, Alex; Maglio, Sam J.",2018,28
HRM,HUMAN RESOURCE MANAGEMENT,Are high-performance work practices (HPWPs) enabling or disabling? Exploring the relationship between selected HPWPs and work-related disability disadvantage,"Hoque, Kim; Wass, Victoria; Bacon, Nicolas; Jones, Melanie",2018,
MS,MANAGEMENT SCIENCE,Optimal Revelation of Life-Changing Information,"Schweizer, Nikolaus; Szech, Nora",2018,64
JFE,JOURNAL OF FINANCIAL ECONOMICS,Are overconfident CEOs better leaders? Evidence from stakeholder commitments,"Phua, Kenny; Tham, T. Mandy; Wei, Chishen",2018,
JCP,JOURNAL OF CONSUMER PSYCHOLOGY,How Counterfeits Infect Genuine Products: The Role of Moral Disgust,"Amar, Moty; Ariely, Dan; Carmon, Ziv; Yang, Haiyang",2018,
AR,ACCOUNTING REVIEW,Does Fair Value Accounting Provide More Useful Financial Statements than Current GAAP for Banks?,"McInnis, John M.; Yu, Yong; Yust, Christopher G.",2018,93
AR,ACCOUNTING REVIEW,Flexibility in Income Shifting under Losses,"Hopland, Arnt O.; Lisowsky, Petro; Mardan, Mohammed; Schindler, Dirk",2018,
AOS,ACCOUNTING ORGANIZATIONS AND SOCIETY,"Management deception, big-bath accounting, and information asymmetry: Evidence from linguistic analysis","Hope, Ole-Kristian; Wang, Jingjing",2018,70
MISQ,MIS QUARTERLY,EXPLORING THE EFFECTS OF EXTENSIONAL VERSUS INTENSIONAL REPRESENTATIONS ON DOMAIN UNDERSTANDING,"Samuel, Binny M.; Khatri, Vijay; Ramesh, V.",2018,42
OSTD,ORGANIZATION STUDIES,Imagination and Creativity in Organizations,"Thompson, Neil A.",2018,
AER,AMERICAN ECONOMIC REVIEW,How Do Hours Worked Vary with Income? Cross-Country Evidence and Implications,"Bick, Alexander; Fuchs-Schuendeln, Nicola; Lagakos, David",2018,
JBE,JOURNAL OF BUSINESS ETHICS,Prosocial Citizens Without a Moral Compass? Examining the Relationship Between Machiavellianism and Unethical Pro-Organizational Behavior,"Castille, Christopher M.; Buckner, John E. V.; Thoroughgood, Christian N.",2018,
HRM,HUMAN RESOURCE MANAGEMENT,Conditional altruism: Effects of HRM practices on the willingness of host-country nationals to help expatriates,"Shen, Jie; Kang, Haiying; Dowling, Peter J.",2018,
JBE,JOURNAL OF BUSINESS ETHICS,CSR Disclosure Items Used as Fairness Heuristics in the Investment Decision,"Brown-Liburd, Helen; Cohen, Jeffrey; Zamora, Valentina L.",2018,152
HRM,HUMAN RESOURCE MANAGEMENT,Propelling diverse leaders to the top: A developmental network approach,"Chanland, Dawn E.; Murphy, Wendy Marcinkus",2018,
JAP,JOURNAL OF APPLIED PSYCHOLOGY,A Dual-Process Theory Perspective to Better Understand Judgments in Assessment Centers: The Role of Initial Impressions for Dimension Ratings and Validity,"Ingold, Pia V.; Donni, Mirjam; Lievens, Filip",2018,103
SMJ,STRATEGIC MANAGEMENT JOURNAL,Creating and taming discord: How firms manage embedded competition in alliance portfolios to limit alliance termination,"Asgari, Navid; Tandon, Vivek; Singh, Kulwant; Mitchell, Will",2018,39
CAR,CONTEMPORARY ACCOUNTING RESEARCH,How Important are Dividend Signals in Assessing Earnings Persistence?,"Homburg, Carsten; Mueller, Christian; Nasev, Julia",2018,35
JAMS,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,A meta-analytic review of influence strategies in marketing channel relationships,"Johnston, Wesley James; Angelina Nhat Hanh Le; Cheng, Julian Ming-Sung",2018,
JF,JOURNAL OF FINANCE,Can Innovation Help US Manufacturing Firms Escape Import Competition from China?,"Hombert, Johan; Matray, Adrien",2018,73
JF,JOURNAL OF FINANCE,Efficiently Inefficient Markets for Assets and Asset Management,"Garleanu, Nicolae; Pedersen, Lasse Heje",2018,73
MS,MANAGEMENT SCIENCE,First Impressions Matter: An Experimental Investigation of Online Financial Advice,"Agnew, Julie R.; Bateman, Hazel; Eckert, Christine; Iskhakov, Fedor; Louviere, Jordan; Thorp, Susan",2018,
JMS,JOURNAL OF MANAGEMENT STUDIES,Alliance Portfolio Diversity and Innovation: The Interplay of Portfolio Coordination Capability and Proactive Partner Selection Capability,"Degener, Philip; Maurer, Indre; Bort, Suleika",2018,55
RP,RESEARCH POLICY,"R&D, foreign ownership, and corporate groups: Evidence from Japanese firms","Kwon, Hyeog Ug; Park, Jungsoo",2018,
JMAN,JOURNAL OF MANAGEMENT,Complementary or Substitutive Effects? Corporate Governance Mechanisms and Corporate Social Responsibility,"Oh, Won-Yong; Chang, Young Kyun; Kim, Tae-Yeol",2018,
JMS,JOURNAL OF MANAGEMENT STUDIES,The Convergence and Divergence of Job Discretion Between Occupations and Institutional Regimes in Europe from 1995 to 2010,"Holman, David; Rafferty, Anthony",2018,
RFIN,REVIEW OF FINANCE,"Skewness, Individual Investor Preference, and the Cross-section of Stock Returns","Lin, Tse-Chun; Liu, Xin",2018,
POM,PRODUCTION AND OPERATIONS MANAGEMENT,Collaborative Prototyping of Alternative Designs Under a Target Costing Scheme,"Shalpegin, Timofey; Sommer, Svenja; Wan, Zhixi",2018,
JBE,JOURNAL OF BUSINESS ETHICS,Should Corporations Have the Right to Vote? A Paradox in the Theory of Corporate Moral Agency,"Hasnas, John",2018,
OSTD,ORGANIZATION STUDIES,Feeling the Reel of the Real: Framing the Play of Critically Affective Organizational Research between Art and the Everyday,"Linstead, Stephen A.",2018,
OSTD,ORGANIZATION STUDIES,Disrupting the Gender Institution: Consciousness-Raising in the Cocoa Value Chain,"McCarthy, Lauren; Moon, Jeremy",2018,
AR,ACCOUNTING REVIEW,Measuring Accounting Reporting Complexity with XBRL,"Hoitash, Rani; Hoitash, Udi",2018,
JBE,JOURNAL OF BUSINESS ETHICS,Do the Right Thing! Developing Ethical Behavior in Financial Institutions,"Fichter, Rachel",2018,
JBE,JOURNAL OF BUSINESS ETHICS,"Corporate Philanthropy, Reputation Risk Management and Shareholder Value: A Study of Australian Corporate giving","Hogarth, Kate; Hutchinson, Marion; Scaife, Wendy",2018,
JBE,JOURNAL OF BUSINESS ETHICS,"Understanding the Interplay Among Regulatory Self-Efficacy, Moral Disengagement, and Academic Cheating Behaviour During Vocational Education: A Three-Wave Study","Fida, Roberta; Tramontano, Carlo; Paciello, Marinella; Ghezzi, Valerio; Barbaranelli, Claudio",2018,153
HBR,HARVARD BUSINESS REVIEW,CREATING A PURPOSE-DRIVEN ORGANIZATION,"Quinn, Robert E.; Thakor, Anjan V.",2018,
OR,OPERATIONS RESEARCH,An Equilibrium Analysis of a Multiclass Queue with Endogenous Abandonments in Heavy Traffic,"Ata, Baris; Peng, Xiaoshan",2018,
OBHDP,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,"Connectionism in action: Exploring the links between leader prototypes, leader gender, and perceptions of authentic leadership","Braun, Susanne; Peus, Claudia; Frey, Dieter",2018,149
RP,RESEARCH POLICY,Firm technological responses to regulatory changes: A longitudinal study in the Le Mans Prototype racing,"Aversa, Paolo; Guillotin, Olivier",2018,47
JF,JOURNAL OF FINANCE,Currency Risk Factors in a Recursive Multicountry Economy,"Colacito, Ric; Croce, Mariano M.; Gavazzoni, Federico; Ready, Robert",2018,73
JBE,JOURNAL OF BUSINESS ETHICS,Developing Ethical Confidence: The Impact of Action-Oriented Ethics Instruction in an Accounting Curriculum,"Christensen, Anne; Cote, Jane; Latham, Claire Kamm",2018,153
ISR,INFORMATION SYSTEMS RESEARCH,An Economic Analysis of Customer Co-design,"Basu, Amit; Bhaskaran, Sreekumar",2018,29
JFE,JOURNAL OF FINANCIAL ECONOMICS,"Bid anticipation, information revelation, and merger gains","Wang, Wenyu",2018,
CAR,CONTEMPORARY ACCOUNTING RESEARCH,The Joint Effect of Audit Quality and Legal Regimes on the Use of Real Earnings Management: International Evidence,"Choi, Ahrum; Choi, Jong-Hag; Sohn, Byungcherl Charlie",2018,35
HBR,HARVARD BUSINESS REVIEW,CASE STUDY ARE OUR CUSTOMER LIAISONS HELPING OR HURTING?,"Nayak, Sunanda; Bhatnagar, Jyotsna",2018,
JAE,JOURNAL OF ACCOUNTING & ECONOMICS,Earnings announcement promotions: A Yahoo Finance field experiment,"Lawrence, Alastair; Ryans, James; Sun, Estelle; Laptev, Nikolay",2018,66
RFIN,REVIEW OF FINANCE,Linear Approximations and Tests of Conditional Pricing Models,"Brandt, Michael W.; Chapman, David A.",2018,
MS,MANAGEMENT SCIENCE,Conglomerate Industry Choice and Product Language,"Hoberg, Gerard; Phillips, Gordon",2018,
JFQA,JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,"When Banks Grow Too Big for Their National Economies: Tail Risks, Risk Channels, and Government Guarantees","Hagendorff, Jens; Keasey, Kevin; Vallascas, Francesco",2018,53
JAMS,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,Marketers' use of alternative front-of-package nutrition symbols: An examination of effects on product evaluations,"Newman, Christopher L.; Burton, Scot; Andrews, J. Craig; Netemeyer, Richard G.; Kees, Jeremy",2018,
OS,ORGANIZATION SCIENCE,"""Making"" Your Numbers: Engendering Organizational Control Through a Ritual of Quantification","Mazmanian, Melissa; Beckman, Christine M.",2018,
RFIN,REVIEW OF FINANCE,The Capital Structure of Nations,"Bolton, Patrick; Huang, Haizhou",2018,
HR,HUMAN RELATIONS,Disentangling passion and engagement: An examination of how and when passionate employees become engaged ones,"Ho, Violet T.; Astakhova, Marina N.",2018,
AER,AMERICAN ECONOMIC REVIEW,Inference in Regression Discontinuity Designs with a Discrete Running Variable,"Kolesar, Michal; Rothe, Christoph",2018,
CAR,CONTEMPORARY ACCOUNTING RESEARCH,Do Analysts' Cash Flow Forecasts Encourage Managers to Improve the Firm's Cash Flows? Evidence from Tax Planning,"Ayers, Benjamin C.; Call, Andrew C.; Schwab, Casey M.",2018,
RFIN,REVIEW OF FINANCE,Variance-of-Variance Risk Premium,"Kaeck, Andreas",2018,
JFE,JOURNAL OF FINANCIAL ECONOMICS,Spillovers from good-news and other bankruptcies: Real effects and price responses,"Baranchuk, Nina; Rebello, Michael J.",2018,
JCR,JOURNAL OF CONSUMER RESEARCH,Consumer and Object Experience in the Internet of Things: An Assemblage Theory Approach,"Hoffman, Donna L.; Novak, Thomas P.",2018,
RFIN,REVIEW OF FINANCE,Growth Option Exercise and Capital Structure,"Purnanandam, Amiyatosh; Rajan, Uday",2018,
ETP,ENTREPRENEURSHIP THEORY AND PRACTICE,Pound of Flesh? Debt Contract Strictness and Family Firms,"Hillier, David; Martinez, Beatriz; Patel, Pankaj C.; Pindado, Julio; Requejo, Ignacio",2018,
